,Close,MA_50
0,52.29249954223633,
1,50.803001403808594,
2,53.535499572753906,
3,53.41949844360352,
4,53.81399917602539,
5,53.733001708984375,
6,53.51649856567383,
7,52.859500885009766,
8,52.234500885009766,
9,53.85749816894531,
10,54.04850006103515,
11,54.494998931884766,
12,54.91299819946289,
13,53.5260009765625,
14,53.77849960327149,
15,53.69499969482422,
16,54.54949951171875,
17,53.50400161743164,
18,53.03099822998047,
19,54.452999114990234,
20,55.81850051879883,
21,55.537498474121094,
22,56.63999938964844,
23,57.29949951171875,
24,55.76150131225586,
25,54.93550109863281,
26,54.75299835205078,
27,54.7504997253418,
28,56.06850051879883,
29,56.007999420166016,
30,56.083499908447266,
31,55.682498931884766,
32,55.928001403808594,
33,55.689998626708984,
34,54.8484992980957,
35,55.51850128173828,
36,55.470001220703125,
37,55.756500244140625,
38,55.8025016784668,
39,55.99599838256836,
40,57.04949951171875,
41,57.38999938964844,
42,58.10150146484375,
43,57.89300155639648,
44,57.165000915527344,
45,57.11600112915039,
46,58.78799819946289,
47,59.65999984741211,
48,59.66600036621094,
49,59.27750015258789,55.33027992248535
50,59.222999572753906,55.4688899230957
51,59.2130012512207,55.63708992004395
52,59.942501068115234,55.76522994995117
53,61.19850158691406,55.920810012817384
54,61.57699966430664,56.07607002258301
55,60.275001525878906,56.2069100189209
56,59.650001525878906,56.329580078125
57,59.23099899291992,56.4570100402832
58,58.6510009765625,56.58534004211426
59,58.42449951171875,56.67668006896972
60,58.66550064086914,56.769020080566406
61,59.72150039672851,56.87355010986328
62,60.02450180053711,56.975780181884765
63,60.29600143432617,57.11118019104004
64,60.75,57.25061019897461
65,60.35749816894531,57.38386016845703
66,60.19200134277344,57.496710205078124
67,59.86249923706055,57.6238801574707
68,60.108001708984375,57.76542022705078
69,60.23099899291992,57.880980224609374
70,60.89350128173828,57.98248023986817
71,61.05500030517578,58.09283027648926
72,61.35649871826172,58.18716026306152
73,61.81700134277344,58.27751029968262
74,61.81850051879883,58.398650283813474
75,62.44200134277344,58.54878028869629
76,63.227500915527344,58.71827033996582
77,62.79999923706055,58.8792603302002
78,63.17250061035156,59.02134033203125
79,63.60900115966797,59.17336036682129
80,64.37899780273438,59.33927032470703
81,59.42399978637695,59.414100341796875
82,58.40399932861328,59.463620300292966
83,58.13050079345703,59.512430343627926
84,59.27000045776367,59.60086036682129
85,59.46950149536133,59.67988037109375
86,58.70500183105469,59.74458038330078
87,58.313499450683594,59.79572036743164
88,58.11899948120117,59.842050323486326
89,58.2135009765625,59.88640037536621
90,56.60150146484375,59.87744041442871
91,56.02199935913086,59.85008041381836
92,58.21049880981445,59.85226036071777
93,58.94900131225586,59.87338035583496
94,58.1150016784668,59.89238037109375
95,56.942501068115234,59.888910369873045
96,57.48149871826172,59.86278038024902
97,57.57099914550781,59.82100036621094
98,57.03850173950195,59.76845039367676
99,56.67350006103515,59.7163703918457
100,56.70750045776367,59.6660604095459
101,55.823001861572266,59.59826042175293
102,55.897499084472656,59.51736038208008
103,55.18149948120117,59.39702033996582
104,51.811500549316406,59.201710357666016
105,52.65250015258789,59.0492603302002
106,52.11100006103515,58.89848030090332
107,52.21699905395508,58.758200302124024
108,53.301998138427734,58.65122024536133
109,54.01900100708008,58.563110275268556
110,53.93600082397461,58.46852027893066
111,53.85150146484375,58.35112030029297
112,54.438499450683594,58.2394002532959
113,54.26750183105469,58.11883026123047
114,54.625,57.99633026123047
115,55.18000030517578,57.89278030395508
116,55.11650085449219,57.79127029418945
117,55.57099914550781,57.7054402923584
118,56.09400177001953,57.6251602935791
119,55.7760009765625,57.53606033325195
120,54.317501068115234,57.40454032897949
121,53.9900016784668,57.263240356445316
122,53.800498962402344,57.112120361328124
123,54.045501708984375,56.956690368652346
124,54.897499084472656,56.81827033996582
125,55.5625,56.68068031311035
126,56.07899856567383,56.53771026611328
127,56.579498291015625,56.41330024719238
128,55.817501068115234,56.26620025634766
