bond_sym_id,previous yield,volume_weighted_yield_predicted,direction,percentage_change,trd_exctn_dt,error,volume_weighted_yield_actual
A4404722,5.484954666666666,6.112819094012944,up,11.44703038590191,2023-09-12,-0.4968137885374393,5.616005305475505
A4881169,5.366766390243902,6.055199626565347,up,12.827710137950646,2023-09-12,-0.6542739479939188,5.400925678571428
A4996671,5.478077,6.043657115393526,up,10.324427995326216,2023-09-12,-0.5025654487268598,5.5410916666666665
A5143230,5.435136788417211,6.065957130811792,up,11.606337925825873,2023-09-12,-0.6174892233784117,5.44846790743338
AA.GI,6.23795385326087,6.0857150208075295,down,-2.4405251471002503,2023-09-12,0.06268437209235156,6.148399392899881
AA.HO,6.344836006464123,5.936933796530571,down,-6.428884994316341,2023-09-12,0.4188532570236587,6.35578705355423
AA.HQ,6.158208009060224,6.140950370336542,down,-0.2802379961555636,2023-09-12,0.038145583221963264,6.179095953558505
AA4165125,6.2427147969881585,6.203576830970981,down,-0.6269382358466856,2023-09-12,0.06834829584061364,6.2719251268115945
AA4979362,6.285333311099796,6.145833166343538,down,-2.2194550050337587,2023-09-12,0.0943754065401956,6.240208572883733
AA5243241,6.123338916666665,6.0671886575929355,down,-0.9169876081968618,2023-09-12,0.06582658223575955,6.133015239828695
AAGH4973989,6.847397616853933,6.195003085618043,down,-9.527627395700085,2023-09-12,0.6993179143819566,6.894321
AAGI4343522,,no data prior to target date,N/A,N/A,,N/A,5.61602
AAGI5043576,5.834992999999999,5.86293967667001,up,0.47894961776322137,2023-09-12,0.1828163233299902,6.045756
AAL5005428,0.411168219858156,6.160506035419601,up,1398.293335400494,2023-09-12,-5.846481035419601,0.314025
AAL5291551,5.9354059999999995,6.0151583068470496,up,1.3436706241670755,2023-09-12,0.0055106931529502745,6.020669
AAP5009293,6.566590317870346,6.209110536953817,down,-5.443917826633428,2023-09-12,0.7186928281992362,6.9278033651530535
AAP5049981,6.258401534508075,6.092477993999297,down,-2.651212767252084,2023-09-12,0.5792147981202662,6.671692792119563
AAP5372191,6.60747342427257,6.040525219721323,down,-8.580408397384717,2023-09-12,0.9739675362899103,7.014492756011233
AAP5552143,6.238549241237113,6.129505856505235,down,-1.7478965143225298,2023-09-12,0.40364205259691754,6.533147909102152
AAP5552144,6.37721831329114,6.093660259396746,down,-4.44642224813621,2023-09-12,0.6467330614804068,6.7403933208771525
AAPL4001810,5.088567949709864,5.83365934238973,up,14.64245736803709,2023-09-12,-0.7351977271405534,5.098461615249176
AAPL4122386,4.9363648181818185,5.799659208564216,up,17.48846412653045,2023-09-12,-0.8129454281903836,4.986713780373832
AAPL4122390,5.425460972959096,6.1808223066645915,up,13.922528195673573,2023-09-12,-0.6725507449542816,5.50827156171031
AAPL4208639,5.024264146551725,5.78956578033991,up,15.232113827323943,2023-09-12,-0.7393793083204452,5.0501864720194645
AAPL4208641,5.330381988304093,6.137737434142374,up,15.14629622435649,2023-09-12,-0.8289025686576954,5.308834865484679
AAPL4242665,5.12363727837515,6.135058730574114,up,19.740301610884412,2023-09-12,-0.9421846494420381,5.192874081132076
AAPL4242667,5.114412608157318,5.786770861283104,up,13.146343571369215,2023-09-12,-0.6564403252661553,5.130330536016949
AAPL4336433,5.117322178235147,5.810654994502504,up,13.54874272361081,2023-09-12,-0.6833467455789854,5.127308248923518
AAPL4336436,4.70720702926337,5.946900199873918,up,26.336066438202682,2023-09-12,-1.227670782320037,4.719229417553881
AAPL4336441,5.067297689956332,6.122557125644035,up,20.824895245039315,2023-09-12,-0.9940511047252771,5.128506020918758
AAPL4389208,5.017867094674555,6.114357833473117,up,21.85172939239989,2023-09-12,-1.0433739917866571,5.07098384168646
AAPL4389215,5.13179823540894,5.796806368683354,up,12.958579093891853,2023-09-12,-0.6638245869357808,5.132981781747573
AAPL4452435,4.917115408577878,6.102556275138591,up,24.108461324554604,2023-09-12,-1.1677567781052716,4.934799497033319
AAPL4452437,4.999886846153846,5.7517058606240985,up,15.036720581958535,2023-09-12,-0.7057369687335573,5.045968891890541
AAPL4452439,5.685544813035074,6.160777060707323,up,8.358605257717759,2023-09-12,-0.6162998697174755,5.544477190989848
AAPL4492956,4.844239448800001,6.099710555454231,up,25.916784666068303,2023-09-12,-1.2221313321738068,4.877579223280424
AAPL4492960,5.574050835955057,6.150814097003027,up,10.347291010114153,2023-09-12,-0.5194544543961603,5.631359642606867
AAPL4507383,4.811178282051282,6.099090498108355,up,26.76916423699772,2023-09-12,-1.2715801149824904,4.827510383125865
AAPL4538816,4.765462214437368,6.092510127934151,up,27.84720251220082,2023-09-12,-1.250886014360744,4.841624113573407
AAPL4562446,4.805516548608173,6.1096230200559365,up,27.137695984534133,2023-09-12,-1.2855260479012403,4.824096972154696
AAPL4562450,5.271878126381215,6.1408964008547295,up,16.484035739081783,2023-09-12,-0.7458861149121851,5.395010285942544
AAPL4562451,5.121365625098039,5.743090041024199,up,12.139817022227502,2023-09-12,-0.6139655152952121,5.129124525728987
AAPL4880745,5.498818670512148,6.154453214031856,up,11.923189012134564,2023-09-12,-0.8253896375612682,5.329063576470588
AAPL4880746,4.972948612586603,6.112436526254652,up,22.913727899459662,2023-09-12,-1.1211563592226481,4.991280167032004
AAPL4880747,4.767883952261791,6.06604296546184,up,27.227152048955134,2023-09-12,-1.2825798559380308,4.783463109523809
AAPL4880748,5.083097761904762,5.70679093715946,up,12.269942552137438,2023-09-12,-0.6438968330585135,5.0628941041009465
AAPL4984116,5.037383103843009,5.697269386756791,up,13.099783544562186,2023-09-12,-0.6228697923730158,5.074399594383776
