bond_sym_id,previous yield,volume_weighted_yield_predicted,direction,percentage_change,trd_exctn_dt,error,volume_weighted_yield_actual
A4404722,5.484954666666666,6.115708995828296,up,11.499718183540686,2023-09-12,-0.49970369035279116,5.616005305475505
A4881169,5.366766390243902,6.0556125223461565,up,12.83540370518994,2023-09-12,-0.6546868437747282,5.400925678571428
A4996671,5.478077,6.04329022904061,up,10.317730638700597,2023-09-12,-0.5021985623739438,5.5410916666666665
A5143230,5.435136788417211,6.0619710882292654,up,11.532999521702893,2023-09-12,-0.6135031807958855,5.44846790743338
AA.GI,6.23795385326087,6.087660917363497,down,-2.4093306785013824,2023-09-12,0.06073847553638423,6.148399392899881
AA.HO,6.344836006464123,5.929262837486861,down,-6.549785818796204,2023-09-12,0.426524216067369,6.35578705355423
AA.HQ,6.158208009060224,6.140740318109544,down,-0.2836489271713533,2023-09-12,0.038355635448961145,6.179095953558505
AA4165125,6.2427147969881585,6.203908742042462,down,-0.6216214612978694,2023-09-12,0.06801638476913219,6.2719251268115945
AA4979362,6.285333311099796,6.1494185010714,down,-2.1624121315630576,2023-09-12,0.09079007181233312,6.240208572883733
AA5243241,6.123338916666665,6.068248928842826,down,-0.8996723613304022,2023-09-12,0.06476631098586871,6.133015239828695
AAGH4973989,6.847397616853933,6.194658786873326,down,-9.532655564998588,2023-09-12,0.6996622131266736,6.894321
AAGI4343522,,no data prior to target date,N/A,N/A,,N/A,5.61602
AAGI5043576,5.834992999999999,5.852567463712705,up,0.3011908276960438,2023-09-12,0.1931885362872947,6.045756
AAL5005428,0.411168219858156,6.162549598465759,up,1398.7903492618432,2023-09-12,-5.848524598465759,0.314025
AAL5291551,5.9354059999999995,6.013313501558753,up,1.3125892577315414,2023-09-12,0.007355498441246944,6.020669
AAP5009293,6.566590317870346,6.195854996496027,down,-5.645781195842207,2023-09-12,0.7319483686570267,6.9278033651530535
AAP5049981,6.258401534508075,6.094630405477782,down,-2.6168204153613237,2023-09-12,0.5770623866417814,6.671692792119563
AAP5372191,6.60747342427257,6.0362366962951155,down,-8.64531253170107,2023-09-12,0.9782560597161174,7.014492756011233
AAP5552143,6.238549241237113,6.132417819902878,down,-1.7012195821538245,2023-09-12,0.400730089199274,6.533147909102152
AAP5552144,6.37721831329114,6.094683284321065,down,-4.430380380443092,2023-09-12,0.6457100365560873,6.7403933208771525
AAPL4001810,5.088567949709864,5.819450265936433,up,14.363222098041192,2023-09-12,-0.7209886506872563,5.098461615249176
