bond_sym_id,volume_weighted_yield_actual,volume_weighted_yield_predicted,direction,percentage_change,trd_exctn_dt,error
AES5225396,6.175604182432433,5.253852516305244,down,-14.43770363116998,2023-09-12,0.9217516661271885
AES5225397,6.056385142857143,6.309429594238713,up,3.723035514336169,2023-09-12,-0.2530444513815704
AES5588225,6.070162477272726,5.742942045370929,down,-4.671496092223157,2023-09-12,0.3272204319017975
AFG4502082,6.350563500000001,6.136215469160027,down,-3.5091212574768744,2023-09-12,0.21434803083997345
AFG4971805,5.8385205,6.273363347551951,up,8.814511708234265,2023-09-12,-0.434842847551951
AFL.GD,6.358493721804514,6.204992176452135,up,3.1802020214720774,2023-09-12,0.1535015453523787
AFL.GF,6.053162350906097,6.196516531159596,up,3.0054184904513574,2023-09-12,-0.14335418025349966
AFL4404389,5.889001,6.136515847947208,up,4.3697209015998,2023-09-12,-0.24751484794720735
AFL4972576,5.383511990384615,6.287245256756702,up,16.33640176910812,2023-09-12,-0.903733266372087
AFL5143253,5.5828809999999995,6.327217133436529,up,15.53540194426845,2023-09-12,-0.744336133436529
AGO.GA,5.936434666666667,6.229555138135162,up,2.082667086773045,2023-09-12,-0.2931204714684954
AGO4136090,4.990389,6.335415681039146,up,26.950408048932207,2023-09-12,-1.3450266810391458
AGO5188097,5.70732825,6.150624480404407,up,7.042510799977086,2023-09-12,-0.4432962304044068
AGO5242429,6.267027,6.09035167942121,down,-3.305925886426918,2023-09-12,0.17667532057878965
AGO5636563,6.028313793615048,5.198920886020564,down,-13.563086082035081,2023-09-12,0.8293929075944844
AGR4566948,5.9854392558139535,6.209998467712561,up,1.2133093344823895,2023-09-12,-0.22455921189860728
AGR4834304,5.942707948717949,6.280913506052725,up,6.981622209369124,2023-09-12,-0.338205557334776
AGR4974626,6.167399646501841,6.318934268881175,up,4.257588346491149,2023-09-12,-0.15153462237933368
AGREC5180195,6.085203000000001,6.300203505682401,up,4.014439803461997,2023-09-12,-0.2150005056823998
AGREC5180197,6.02371958490566,6.242927774872157,up,3.7542379662830325,2023-09-12,-0.2192081899664977
AGREC5463132,6.121667,6.2687210428721585,up,2.1767941410623743,2023-09-12,-0.14705404287215806
AHSH5114767,5.507079,no data prior to target date,N/A,N/A,2023-09-12,N/A
AIG.PK,5.910725000000001,6.327905817305953,down,-6.552128055823345,2023-09-12,-0.4171808173059519
AIG4055516,5.956928288209608,6.198490529974726,up,6.228192674100351,2023-09-12,-0.2415622417651182
AIG4143451,5.895393222222223,6.1675553094503925,up,4.265230607946522,2023-09-12,-0.27216208722816937
AIG4201967,5.703038800000002,6.2317903688174106,up,10.969828596729538,2023-09-12,-0.5287515688174089
AIG4345460,5.559723091949778,6.140610735578349,up,10.900956673608537,2023-09-12,-0.5808876436285706
AIG4611976,5.480860743589743,6.2287281009681115,up,14.09678660875297,2023-09-12,-0.7478673573783681
AIG4611977,5.805755,6.109418187094653,up,4.738527117683882,2023-09-12,-0.3036631870946529
AIG4808295,5.506957,6.303900495294264,up,12.145182187105084,2023-09-12,-0.796943495294264
AIG4984963,5.8075814375,6.098454210249527,up,5.519454660466274,2023-09-12,-0.2908727727495277
AIG4984964,5.697915,6.274649086982498,up,10.814645870175427,2023-09-12,-0.5767340869824977
AIG4984965,5.752880666666667,6.112586475864749,up,6.773668978967301,2023-09-12,-0.3597058091980818
AIG5559726,5.798699506602955,3.956659952809954,down,-31.43505857809249,2023-09-12,1.842039553793001
AIZ4613421,5.786713999999999,6.302485588378816,up,9.8379842984259,2023-09-12,-0.5157715883788168
AIZ4873343,6.451114285714286,6.174964898457093,down,-4.5595168928746315,2023-09-12,0.27614938725719274
AIZ5201402,6.626,6.028654440981193,down,-9.501519492421576,2023-09-12,0.597345559018807
AJGG5295094,5.923832708376422,5.953840086469475,up,1.531213099847479,2023-09-12,-0.030007378093052317
AJGG5548693,5.712442569620253,6.268441373803198,up,9.799633370335165,2023-09-12,-0.5559988041829449
AJGG5548694,6.060139867119302,5.747671454302699,down,-5.161943855844664,2023-09-12,0.3124684128166031
AKAM4837277,9.074199650027328,6.1504962042496665,down,-33.84618060241114,2023-09-12,2.9237034457776616
AKAM5040824,0.3597635555057523,5.473162877625937,up,1083.3014920477503,2023-09-12,-5.113399322120184
AL4162877,6.023415076923076,6.105381794406999,up,0.4953815614985819,2023-09-12,-0.08196671748392337
AL4392330,102.09079132876712,6.288404773036233,down,-47.44953119543835,2023-09-12,95.80238655573089
