Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,50.82849884033203,52.61600112915039,50.785499572753906,52.29249954223633,52.23305892944336,30652000
2019-01-03,52.04999923706055,52.8489990234375,50.70349884033203,50.803001403808594,50.74525451660156,36822000
2019-01-04,51.62950134277344,53.54199981689453,51.37089920043945,53.535499572753906,53.474647521972656,41878000
2019-01-07,53.57500076293945,53.70000076293945,52.737998962402344,53.419498443603516,53.35877990722656,39638000
2019-01-08,53.80550003051758,54.22800064086914,53.0265007019043,53.81399917602539,53.752830505371094,35298000
2019-01-09,54.08250045776367,54.131500244140625,53.31999969482422,53.733001708984375,53.67192459106445,23986000
2019-01-10,53.382999420166016,53.557498931884766,52.885501861572266,53.51649856567383,53.45566940307617,29128000
2019-01-11,53.159000396728516,53.188751220703125,52.42399978637695,52.859500885009766,52.79941940307617,30416000
2019-01-14,52.34600067138672,52.576499938964844,52.06275177001953,52.234500885009766,52.17512893676758,22886000
2019-01-15,52.50849914550781,54.002498626708984,52.367000579833984,53.85749816894531,53.79627990722656,29272000
2019-01-16,54.0,54.618751525878906,53.96699905395508,54.048500061035156,53.987064361572266,26636000
2019-01-17,53.9734992980957,54.59000015258789,53.67499923706055,54.494998931884766,54.43305587768555,24854000
2019-01-18,55.0,55.417598724365234,54.54499816894531,54.91299819946289,54.850582122802734,39112000
2019-01-22,54.400001525878906,54.57550048828125,53.173500061035156,53.5260009765625,53.46516036987305,32270000
2019-01-23,53.86750030517578,54.246498107910156,52.98749923706055,53.778499603271484,53.71737289428711,19340000
2019-01-24,53.82400131225586,53.973751068115234,53.03499984741211,53.69499969482422,53.633968353271484,27226000
2019-01-25,54.25,54.70000076293945,54.090999603271484,54.54949951171875,54.48749542236328,22382000
2019-01-28,54.00550079345703,54.150001525878906,53.189998626708984,53.50400161743164,53.44318389892578,25686000
2019-01-29,53.63399887084961,53.75749969482422,52.793251037597656,53.03099822998047,52.97071838378906,20436000
2019-01-30,53.42150115966797,54.54999923706055,53.342498779296875,54.452999114990234,54.39110565185547,25596000
2019-01-31,55.150001525878906,55.86650085449219,54.77050018310547,55.81850051879883,55.75505447387695,30766000
2019-02-01,55.619998931884766,56.25,55.24449920654297,55.537498474121094,55.47437286376953,29244000
